Lemma_Sense_Id;Translation_Lemma;Translation_Sense;Translation_Gram_Info;Translation_Lex_Info
3106;vyrábět, produkovat, dělat;;4p ned;null
3106;vyrobit, vyprodukovat, udělat;;4p dok;null
3107;udělat, učinit;rozhodnutí;4p dok;null
3107;rozhodnout se;;4p dok;null
3108;udělat radost;;3p dok;null
3108;potěšit;;4p dok;null
3109;vytvořit;;4p dok;null
3109;tvořit, vytvářet;;4p ned;null
3109;udělat, vyrobit;;4p dok;null
3109;dělat, vyrábět;;4p ned;null
3110;udělat, vyrobit;;dok;null
3110;dělat, vyrábět;;ned;null
3110;udělaný, vyrobený;;příd;null
3111;udělat, připravit, přichystat, nachystat;jídlo;4p dok;null
3112;udělat rozhovor s;;7p dok+m;null
3112;zpovídat;novinář;4p dok;null
3113;udělat posunek;;dok+m;null
3113;posunkem dát najevo;;m+dok+přísl;null
3114;dělat reklamu;;ned+ž;null
3114;udělat reklamu;;dok+ž;null
3115;zpuchýřovatět;pokožka, předmět;dok;null
3115;udělat si puchýře;člověk;dok+m mn;null
3116;udělat chybu, udělat hrubku;;dok+ž;null
3116;dělat chybu, dělat hrubku;;ned+ž;null
3116;zmýlit se, chybit;;dok;null
3116;mýlit se, chybovat;;ned;null
3117;udělat ostudu;;3p dok;null
3118;udělat tečku;nad i;dok+ž;null
3119;okopírovat;;4p dok;null
3119;udělat kopii;;dok+ž;null
3120;udělat salto;;dok+s;null
3120;udělat kotoul, udělat kotrmelec;;dok+m;null
3121;udělat dojem na, zapůsobit na;;4p dok+m;null
3121;imponovat;;3p ned;null
3122;udělat smyčku;;dok+ž;null
3122;uzavřít obvod;elektřina;dok+m;null
3123;udělat posunek;;dok+m;null
3123;udělat gesto;;dok+s;null
3123;naznačit;;4p dok;null
3124;udělat snímek;;4p dok+m;null
3125;dělat louže;;ned+ž mn;null
3125;udělat louži;;dok+ž;null
3126;udělat nájezd;policie;dok+m;null
3126;udělat razii;policie;dok+ž;null
3126;udělat šťáru;policie: slang;dok+ž;null
3127;udělat nájezd na;akcie: hromadný spekulativní útok;4p dok+m;null
3127;dělat nájezd;akcie: hromadný spekulativní útok;4p ned+m;null
3128;přerušit jednání;u soudu;dok+s;null
3128;přerušovat jednání;u soudu;ned+s;null
3128;udělat přestávku;u soudu;dok+ž;null
3129;udělat, učinit;;4p dok;null
3129;dělat, činit;;4p ned;null
3130;udělat na míru;;4p dok+předl+ž;null
3130;dělat na míru;;4p ned+předl+ž;null
3131;udělat výpad;;dok+m;null
3132;dělat kotouly;gymnastika;ned+m mn;null
3132;udělat kotoul;gymnastika;dok+m;null
3133;pořídit výtah, udělat výtah;;2p dok+m;null
3133;pořizovat výtah, dělat výtah;;2p ned+m;null
3134;zestručnit;;4p dok;null
3134;udělat výtah;;dok+m;null
3135;dělat černou práci;;ned+příd+ž;null
3135;udělat černou práci;;dok+příd+ž;null
3136;udělat vrub;;dok+m;null
3137;udělat vrub;zaznamenat si něco;dok+m;null
3138;udělat naschvál;něco někomu;4p dok+přísl;null
3139;udělat puky;;dok+m mn;null
3140;udělat se, propuknout;vyrážka;dok;null
3141;udělat vroubky;promáčknutím;dok+m mn;null
3142;udělat kopii;;2p dok+ž;null
3143;udělat se;vulgárně: orgasmus;dok;null
3144;udělat se;vulgárně: ejakulovat;dok;null
3145;udělat slovní hříčku;;dok+příd+ž zdrob;null
3145;dělat slovní hříčky;;ned+příd+ž zdrob mn;null
3146;udělat slovní hříčku;;;null
3147;zneschopnit;;4p dok;null
3147;udělat invalidu z;;2p dok+m;null
3148;skočit dopředu;;dok přísl;null
3148;udělat výpad;;dok+m;null
3149;opravovat, korigovat;text;4p ned;null
3149;opravit;text;4p dok;null
3149;dělat korekturu;textu;ned+ž;null
3149;provést korekturu, udělat korekturu;textu;dok+ž;null
3150;udělat botu;hovorově;dok+ž;null
3151;udělat účetní uzávěrku;;;null
3152;znemožnit se;;;null
3152;udělat si ostudu;;;null
3153;udělat dobrý skutek;;;null
3154;udělat vše pro;;4p;null
3154;udělat maximum pro;;4p;null
3155;domácí;ne zahraniční;příd;null
3156;domácí;pronajímá dům, byt;m;null
3157;domácí;vyrobený doma;příd;null
3158;domácí;nepříliš elegantní;příd;null
3159;domácí;zelenina apod.;příd;null
3160;domácí úkol;;příd+m;null
3160;úkol;škola;m;null
3161;domácí mazlíček;;příd+m;null
3161;zvíře;mazlíček;s;null
3162;domácí práce, domácí povinnosti;domácí;příd+ž mn;null
3162;práce, povinnost;domácí;ž;null
3163;domácí, domácký;;příd;null
3164;domácí spotřebiče;;příd+m mn;null
3165;domácí práce;;příd+ž mn;null
3166;domácí zvíře;;;null
3167;domácí burza;;;null
3168;hrubý domácí produkt;HDP;;null
3169;domácí pivo;;;null
3170;domácí hranolky;;;null
3171;domácí život;;;null
3172;domácí vězení;;;null
3173;domácí potřeby;;;null
3174;skoro, téměř, málem, takřka;;přísl;null
3175;skoro, téměř;;přísl;null
3176;skoro, téměř, málem, takřka;;přísl;null
3177;málem, téměř, skoro;;;null
3177;vše až na, všichni až na;;;null
3178;výstava;;ž;null
3179;výstava, expozice;;ž;null
3179;pojednání, podání;interpretace;s;null
3180;klub;;m;null
3180;oddíl;sportovní;m;null
3181;noční klub;;příd+m;null
3182;baseballový klub;;;null
3183;společenský klub;sport apod.;;null
3184;noční klub;;;null
3185;noční klub;;;null
3186;znamenat;mít význam;4p ned;null
3187;znamenat;následek;4p ned;null
3188;nést s sebou;;ned+předl+zájm;null
3188;znamenat;mít za následek;4p ned;null
3189;znamenat;;4p ned;null
3190;být součástí;;2p ned+ž;null
3190;vyžadovat, znamenat;;4p dok;null
3191;znamenat, značit;;4p ned;null
3192;počet;;m;null
3193;součet;výsledek matematické operace;m;null
3193;počet;množství;m;null
3193;výsledek;sčítání;m;null
3194;počet obyvatel;;m+m;null
3194;obyvatelstvo;;s;null
3194;populace;;ž;null
3194;stav;zvěře;m;null
3195;počet, součet;;m;null
3196;počet obětí;;m+ž mn;null
3197;návštěvnost;počet;ž;null
3197;počet účastníků, počet přítomných;počet;m+m mn;null
3198;integrování;matematika;s;null
3198;integrace;matematika;ž;null
3198;integrální počet;;příd+m;null
3199;nedostatek;;m;null
3199;malý počet;;příd+m;null
3200;počet lidí, součet lidí;;ž;null
3200;docházka;;ž;null
3201;počet zapsaných studentů;;m+příd+m mn;null
3202;dostatečný počet;;příd+m;null
3202;dostatečné množství;;příd+s;null
3203;bývalý;manžel;příd;null
3203;ex;manžel;m;null
3204;bývalý;přítel;příd;null
3204;ex;přítel;m;null
3205;bývalý, někdejší, dřívější;;příd;null
3206;národní;;příd;null
3207;národní, celonárodní;;příd;null
3208;hrubý národní produkt;HNP;;null
3209;síla;;ž;null
3210;síla;potenciál;ž;null
3211;síla;moc;ž;null
3212;síla;fyzika;ž;null
3213;síla;ozbrojená;ž;null
3214;síla;fyzická;ž;null
3215;síla;znak zdraví;ž;null
3216;síla;morální apod.;ž;null
3217;síla páky;mechanická výhoda;ž+ž;null
3217;páka;hovorově;ž;null
3218;síla, moc;přeneseně;ž;null
3219;pracovníci, zaměstnanci;podnik;m mn;null
3219;pracující;podnik;m mn;null
3219;pracovní síla;podnik;příd+ž;null
3219;pracovní síly;podnik;příd+ž mn;null
3220;pracující;region;m mn;null
3220;pracovní síla;region;příd+ž mn;null
3221;pomocná síla;;příd+ž;null
3222;potence;medicína, chemie;ž;null
3222;mocnost, síla;fyzika;ž;null
3223;síla, moc;;ž;null
3224;síla, prudkost+I176;ničivá: bouřka apod.;ž;null
3225;pracovní síla;;příd+ž;null
3225;pracující;;m mn;null
3226;hnací síla;;příd+ž;null
3227;gravitační síla;fyzika;příd+ž;null
3227;gravitace, přitažlivost;fyzika;ž;null
3228;točivá síla;;příd+ž;null
3229;síla, intenzita;;ž;null
3230;síla svalů;;příd+m mn;null
3231;koňská síla;;příd+ž;null
3232;obrovská síla;;příd+ž;null
3233;hybná síla;přeneseně: aktivní člověk;příd+ž;null
3233;motor;přeneseně: aktivní člověk;m;null
3234;oko;;m;null
3234;kukadlo;žertovně;s;null
3235;nástraha;na zvíře;ž;null
3235;oko;na zvíře;s;null
3236;kuří oko;medicínsky;příd+s;null
3237;pěst na oko;;ž+předl+s;null
3237;ohavnost;;ž;null
3238;přimhouřit oko nad;;7p dok+s;null
3238;tolerovat;;4p ned;null
3239;mnoho, hodně;;přísl;null
3240;mnoho, hodně;;přísl;null
3241;mnohem;;přísl;null
3241;o mnoho;;předl+přísl;null
3242;mnohem;;přísl;null
3242;o mnoho;;předl+přísl;null
3243;kolik;v otázce;zájm;null
3243;moc, mnoho, hodně;;přísl;null
3244;mnoho, spousta, hodně;a lot of;přísl;null
3244;množství;;s;null
3245;ukládat příliš mnoho práce;;3p ned+přísl+zájm+ž;null
3245;přetěžovat;prací;4p dok;null
3246;hodně, moc, mnoho;;;null
3247;hodně, mnoho, moc;;2p;null
3248;základní;;příd;null
3249;základní;;příd;null
3250;základní;součást stravy;příd;null
3251;základní;bez volitelných součástí;příd;null
3252;základní;ne pokročilý;příd;null
3253;základní;škola;příd;null
3254;základní škola;první stupeň;příd+ž;null
3255;hlavní, ústřední, základní;;příd;null
3256;základní, elementární;;příd;null
3257;základní, elementární;;příd;null
3258;základní kámen;;příd+m;null
3259;hlavní, prvořadý, základní;nejdůležitější;příd;null
3260;hlavní, základní, podstatný;;příd;null
3261;zásadní, základní;jsoucí základem, příčinou;příd;null
3261;vstupní;data, informace;příd;null
3262;základní škola;škola: formálně;příd+ž;null
3262;základka;škola: neformálně;ž;null
3263;hlavní, základní;nezbytná součást;příd;null
3264;základní barva;podklad;příd+ž;null
3265;základní, fundamentální;;příd;null
3266;základní potřeby;životní;příd+ž mn;null
3267;základní deska;počítač;příd+ž;null
3268;základní čára;;;null
3269;základní cena, výchozí cena;;;null
3270;základní sazba;úrok pro dobré klienty;;null
3271;základní výcvik;;;null
3272;základní fakta;;;null
3273;základní myšlenka;;;null
3274;základní škola;1. stupeň;;null
3275;nejvýhodnější úroková míra;;;null
3275;základní sazba;pro nejlepší klienty banky;;null
3276;základní informace;;;null
3277;volba;činnost;ž;null
3277;výběr;selekce;m;null
3278;volba;;ž;null
3278;výběr;;m;null
3279;volba;;ž;null
3279;výběr;;m;null
3280;volba;preferovaná varianta;ž;null
3281;tajná volba;;příd+ž;null
3281;tajné hlasování;;příd+s;null
3282;volba, alternativa;rozhodnutí;příd+ž;null
3283;vůle, volba;;ž;null
3284;dálková volba;telefon;příd+ž;null
3285;předseda;muž;m;null
3285;předsedkyně;žena;ž;null
3286;předseda;muž;m;null
3286;předsedkyně;žena;ž;null
3287;prezident, ředitel, předseda;muž;m;null
3287;generální ředitel;muž;příd+m;null
3287;prezidentka, ředitelka, předsedkyně;žena;ž;null
3287;generální ředitelka;žena;ž;null
3288;prezident;hlava státu: muž;m;null
3288;prezidentka;hlava státu: žena;ž;null
3288;prezident, předseda;hlava instituce: muž;m;null
3288;prezidentka, předsedkyně;hlava instituce: žena;ž;null
3289;premiér;státu;m;null
3289;předseda vlády;státu: formálně;m+ž;null
3289;ministerský předseda;státu;příd+m zdrob;null
3289;kancléř;některé země;m;null
3290;předseda vlády;;m+ž;null
3290;premiér;;m;null
3291;předseda správní rady;;;null
3292;kolo;;s;null
3292;bicykl;;m;null
3293;kolo;;s;null
3293;bicykl;;m;null
3293;jízdní kolo;formálně;příd+s;null
3294;kolo;bicykl;s;null
3295;kolo;;s;null
3296;kolo;na autě;s;null
3297;kolo;kulatý předmět;s;null
3297;kotouč;kulatý předmět;m;null
3297;otočka;otočení;ž;null
3297;obrat;otočení;m;null
3298;kolo;při závodění na okruhu;s;null
3299;předběhnout o kolo;v závodě;4p dok+předl+s;null
3300;oblastní kolo;;příd+s;null
3301;kolo u vozu;;s+příd+m;null
3302;kateřinské kolo;ohňostroj;příd+s;null
3303;čestné kolo;;;null
3304;testovací kolo;;;null
3305;většina;skoro všichni;2p ž;null
3306;většina;větší část;2p ž;null
3307;podstatná část;;příd+ž;null
3307;většina;;ž;null
3308;většina;ve skupině;ž;null
3309;většina;přes 50 %;ž;null
3310;absolutní většina;;;null
3311;mlčící většina;;;null
3312;stejný;;příd;null
3313;stejný;nezměněný;příd;null
3313;ten samý;hovorově;zájm+příd;null
3313;tentýž, tatáž, totéž;;zájm;null
3314;stejný, shodný;identický;příd;null
3314;ten samý;hovorově;zájm+příd;null
3314;totožný;formálně;příd;null
3314;tentýž, tatáž, totéž, týž, táž;;zájm;null
3315;stejný, shodný;;příd;null
3316;stejný jako;;příd+sp;null
3317;stejný, shodný, totožný;;příd;null
3318;stejný, rovný;;příd;null
3319;nezměněný, stejný, stálý;;příd;null
3320;nezměněný, stejný;slávou;příd;null
3321;souhlasit;;;null
3321;mít stejný názor;;;null
3322;hlava;část těla;ž;null
3322;kebule;hovorově, žertovně;ž;null
3323;hlava;vrcholný představitel;ž;null
3323;vedoucí, ředitel;muž;m;null
3323;vedoucí, ředitelka;žena;ž;null
3324;hlava;;ž;null
3324;palice, kedlubna, šiška;slang;ž;null
3324;kokos;slang;m;null
3325;hlava;;m;null
3325;kebule;hovorově;ž;null
3326;dlažební kostka;;příd+ž;null
3326;kočičí hlava;žertovně;příd+ž;null
3327;chladná hlava;;;null
3328;hlava domácnosti;;;null
3329;hlava státu;;;null
3330;bolavá hlava;;;null
3331;dále;;přísl;null
3332;dále;a tak dále;přísl;null
3333;dále;po nějakém datu;přísl;null
3334;podobně;;přísl;null
3334;a tak dále;;sp+přísl+přísl;null
3335;dál, dále;;přísl;null
3335;vzdálenější;;příd;null
3336;dál, dále, ještě;více;přísl;null
3337;dopředu, kupředu, dále;;přísl;null
3338;dopředu, kupředu, dále;;přísl;null
3339;a tak dále;;sp+přísl+přísl;null
3340;dále pronajímat;;přísl+ned;null
3341;dále pronajmout;;4p přísl+dok;null
3341;dále pronajímat;;4p přísl+ned;null
3342;a tak dále;all that jazz;sp+přísl+přísl;null
3343;předávat dále;pomluvu;4p ned+přísl;null
3343;šířit;pomluvu;4p ned;null
3344;a tak dále;;;null
3344;atd.;;;null
3345;a tak dále;;;null
3345;atd.;;;null
3346;dále sledovat;něco rozdělaného;4p;null
3347;a tak dále;;;null
3348;moc;;přísl;null
3349;moc;;ž;null
3349;vliv;;m;null
3349;slovo;;s;null
3350;chcanky, chcánky;vulgárně;ž pomn;null
3350;moč;formálně;ž;null
3351;moč;;ž;null
3352;kolik;v otázce;zájm;null
3352;moc, mnoho, hodně;;přísl;null
3353;výkonná moc;;příd+ž;null
3353;exekutiva;;ž;null
3354;síla, moc;přeneseně;ž;null
3355;strašně moc;;přísl+přísl;null
3356;strašně moc;;přísl+přísl;null
3357;žíznivý;žertovně: auto s velkou spotřebou;příd;null
3357;moc žere;hovorově;přísl+ned;null
3358;síla, moc;;ž;null
3359;dát moc, dát sílu;;3p dok+ž;null
3359;posílit, posilnit;;4p dok;null
3360;schopný udržet moč;;příd+dok+ž;null
3361;soudní moc;;příd+ž;null
3362;soudní moc;soudcové;příd+ž;null
3362;soudcovský stav;;příd+m;null
3363;hodně, moc, mnoho;;;null
3364;hodně, mnoho, moc;;2p;null
3365;mít dost velké rezervy;;;null
3365;nestát za moc;;;null
3366;kdokoli, kdokoliv;libovolně;zájm;null
3366;každý;všichni;zájm;null
3366;nikdo;v záporu;zájm;null
3367;nikdo;;zájm;null
3367;žádný;;příd;null
3367;ani jeden;;část+čísl;null
3368;nula;nevýznamný člověk;ž;null
3368;nikdo;nevýznamný člověk;m;null
3369;nikdo;;zájm;null
3370;někdo;v otázce;zájm;null
3370;nikdo;v záporu;zájm;null
3370;kdokoli, kdokoliv;v oznamovací větě;zájm;null
3371;nikdo se mu nevyrovná;;;null
3372;nikdo se tomu nevyrovná;;;null
3373;nebyl to nikdo jiný než;;;null
3373;byl to přesně;;;null
3374;změna;;ž;null
3375;změna;;ž;null
3376;pohyb;finance: akcie;m;null
3376;změna;;ž;null
3377;přechod;změna, posun;m;null
3377;změna;;ž;null
3378;změna;v programu;ž;null
3379;změna;názorů;ž;null
3379;zvrat;názorový;m;null
3380;změna;;ž;null
3380;přechod;na něco nového;m;null
3381;změna;;;null
3381;pomalý nadhoz;baseball;;null
3382;změna, přeměna;;ž;null
3383;změna, úprava;výsledek;ž;null
3383;modifikace;;ž;null
3384;změna, úprava;proces;ž;null
3384;modifikace;;ž;null
3385;úprava, změna;;ž;null
3386;změna, úprava;;ž;null
3386;pozměnění;;s;null
3387;obrácení pořadí, převrácení pořadí;;s+s;null
3387;změna pořadí;;ž+s;null
3388;změna prostředí;;;null
3389;prudká změna nálady;;;null
3389;prudký výkyv nálady;;;null
3390;dalekosáhlá změna;;;null
3391;vůbec;v záporu;přísl;null
3391;ani trochu;v záporu;část+přísl;null
3392;vůbec;v záporu;přísl;null
3392;ani náhodou;;sp+ž;null
3393;naprosto, úplně, absolutně;;přísl;null
3393;vůbec;v záporu;přísl;null
3394;úplně, docela;;;null
3394;vůbec;v záporu;;null
3395;někdy;v otázkách;;null
3395;vůbec někdy;;;null
3396;vůbec si nevzpomínat na;;4p;null
3397;vůbec se nestydět;;;null
3398;jestli vůbec;;;null
3399;vůbec ne;;;null
3400;vůbec nic;;;null
3401;zřídka, pakliže vůbec;;;null
3402;Evropa;;ž;null
3403;kontinentální Evropa;z pohledu Velké Británie;příd+ž;null
3404;Jan;evangelium;m;null
3405;slavný;;příd;null
3405;proslulý, věhlasný;knižně;příd;null
3405;známý;;příd;null
3406;známý;muž;m;null
3406;známá;žena;ž;null
3407;známý, proslulý;;příd;null
3408;rovněž známý jako;;přísl+příd+sp;null
3408;alias;;;null
3409;to je pojem!;všeobecně známý;;null
3409;notoricky známý;;;null
3410;známý pod jménem;;;null
3411;skončit;dopadnout;4p dok;null
3411;vést;;4p ned;null
3412;vést;někam;ned;null
3413;vést;zásoby;4p ned;null
3413;mít na skladě;;4p ned+předl+m;null
3414;trénovat, koučovat;;4p ned;null
3414;vést;sport: trénovat;4p ned;null
3415;vést;přenášet;4p ned;null
3415;přenášet;;4p ned;null
3415;vodit;být vodivý;4p ned;null
3416;nabízet;obchod;4p ned;null
3416;vést;obchod;4p ned;null
3417;nasměrovat, poslat;někoho k něčemu;4p dok;null
3417;vést;někoho k něčemu;4p ned;null
3418;vést;válku;4p ned;null
3419;radit;;3p ned;null
3419;vést;pomáhat;4p ned;null
3420;podnítit, pohnat;;4p dok;null
3420;podněcovat, pohánět;;4p ned;null
3420;vést;jeho jednání vede altruismus;4p ned;null
3421;být v čele;;ned+předl+s;null
3421;vést;;4p ned;null
3422;vést;;4p;null
3422;ukazovat cestu;;4p;null
3423;vést, řídit;;4p ned;null
3424;vést k;následek;3p ned;null
3425;vést proces;soud;ned+m;null
3425;vést řízení;soud;ned+s;null
3426;řídit, vést;;4p dok;null
3427;být v čele, stát v čele;;2p ned+předl+s;null
3427;vést, řídit;;4p ned;null
3428;uchovávat, vést;záznamy;4p dok;null
3428;uchovat, nechat si;záznamy;4p dok;null
3429;skončit;;7p dok;null
3429;vést k;;3p ned;null
3429;vyústit v;;4p dok;null
3429;mít za následek;;4p ned+předl+m;null
3430;pozvat na pohovor;;4p dok+předl+m;null
3430;vést pohovor s;;7p ned+m;null
3430;dělat pohovor s;;7p ned+m;null
3431;řídit, vést;;4p ned;null
3432;řídit, vést;;4p ned;null
3433;vést kampaň;;ned+ž;null
3434;dávat znamení;;ned+s;null
3434;navádět, vést;;ned;null
3434;svítit;světlo;ned;null
3435;vést přestřelku;;ned+ž;null
3436;vést, řídit;firmu;4p ned;null
3437;vést potrubím;vodu, ropu apod.;4p ned+s;null
3437;přivést potrubím;vodu, ropu apod.;4p dok+s;null
3438;kázat, mentorovat;protivně poučovat;ned;null
3438;mít kázání, vést kázání;protivně poučovat;ned+s;null
3439;vést, doprovázet;;4p dok;null
3440;plodit;bídu apod.;4p ned;null
3440;vést k;;3p ned;null
3441;řídit, navigovat, vést;;4p ned;null
3442;vést k odcizení;ztráta pocitu sounáležitosti;ned+předl+s;null
3443;vést si album s výstřižky;;;null
3444;zplodit;přeneseně;4p dok;null
3444;vést k;;3p ned;null
3445;vést k;;3p;null
3446;vyvolat;;4p;null
3446;vést k;;3p;null
3447;rozhodnout;vydat rozhodnutí;dok;null
3447;rozhodovat;;ned;null
3448;rozhodnout;;4p dok;null
3449;rozhodnout;být rozhodující událost;;null
3450;udělat, učinit;rozhodnutí;4p dok;null
3450;rozhodnout se;;4p dok;null
3451;rozhodnout se;;dok;null
3451;chtít;;4p dok;null
